Student_ID,College,Course,Year_Numeric,Sem_Numeric,GWA
102_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,1.75
102_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2022.0,1,1.68
1030_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,1.25
1031_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,2.06
1032_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,2.28
1033_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,1.5
1034_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,2.22
1035_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,1.72
103_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2022.0,1,2.62
103_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,CAHS,Bachelor of Science in Nursing,2022.0,1,1.8
103_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2022.0,1,1.3
103_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2022.0,1,1.71
103_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,CCST,Bachelor of Science in Computer Science,2022.0,1,2.0
103_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2022.0,1,1.81
103_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,CCST,Bachelor of Science in Information Technology,2022.0,1,1.79
103_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,CEA,Bachelor of Science in Architecture,2022.0,1,1.86
103_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2022.0,1,1.79
103_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2022.0,1,1.75
103_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2022.0,1,2.08
103_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2022.0,1,1.56
103_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2022.0,1,3.08
103_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,COAS,Bachelor of Arts in Communication,2022.0,1,1.58
103_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,1.82
103_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2022.0,1,1.6
104_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2022.0,1,2.28
104_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,CAHS,Bachelor of Science in Nursing,2022.0,1,2.0
104_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2022.0,1,2.56
104_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2022.0,1,1.71
104_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,CCST,Bachelor of Science in Computer Science,2022.0,1,1.68
104_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2022.0,1,1.5
104_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,CCST,Bachelor of Science in Information Technology,2022.0,1,2.0
104_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,CEA,Bachelor of Science in Architecture,2022.0,1,2.57
104_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2022.0,1,1.54
104_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2022.0,1,2.03
104_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2022.0,1,2.07
104_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2022.0,1,1.81
104_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2022.0,1,2.56
104_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,COAS,Bachelor of Arts in Communication,2022.0,1,1.64
104_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,1.88
104_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2022.0,1,1.55
105_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2022.0,1,1.83
105_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,CAHS,Bachelor of Science in Nursing,2022.0,1,2.12
105_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2022.0,1,1.97
105_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2022.0,1,1.4
105_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,CCST,Bachelor of Science in Computer Science,2022.0,1,1.59
105_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2022.0,1,2.61
105_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,CCST,Bachelor of Science in Information Technology,2022.0,1,1.55
105_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,CEA,Bachelor of Science in Architecture,2022.0,1,2.29
105_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2022.0,1,1.75
105_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2022.0,1,2.88
105_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2022.0,1,2.02
105_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2022.0,1,1.61
105_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2022.0,1,2.53
105_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,COAS,Bachelor of Arts in Communication,2022.0,1,2.67
105_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,1.94
105_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2022.0,1,2.23
106_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2022.0,1,2.0
106_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,CAHS,Bachelor of Science in Nursing,2022.0,1,1.98
106_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2022.0,1,3.88
106_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2022.0,1,1.81
106_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,CCST,Bachelor of Science in Computer Science,2022.0,1,3.04
106_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2022.0,1,2.11
106_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,CCST,Bachelor of Science in Information Technology,2022.0,1,1.62
106_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,CEA,Bachelor of Science in Architecture,2022.0,1,1.57
106_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2022.0,1,2.25
106_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2022.0,1,3.75
106_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2022.0,1,1.68
106_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2022.0,1,1.0
106_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2022.0,1,2.58
106_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,COAS,Bachelor of Arts in Communication,2022.0,1,2.61
106_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,1.5
106_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2022.0,1,1.67
107_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2022.0,1,2.8
107_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,CAHS,Bachelor of Science in Nursing,2022.0,1,1.45
107_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2022.0,1,1.5
107_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2022.0,1,1.54
107_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,CCST,Bachelor of Science in Computer Science,2022.0,1,3.8
107_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2022.0,1,3.83
107_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,CCST,Bachelor of Science in Information Technology,2022.0,1,1.92
107_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,CEA,Bachelor of Science in Architecture,2022.0,1,1.65
107_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2022.0,1,2.5
107_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2022.0,1,1.72
107_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2022.0,1,2.9
107_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2022.0,1,1.64
107_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,COAS,Bachelor of Arts in Communication,2022.0,1,4.75
107_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,1.85
107_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2022.0,1,1.33
108_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2022.0,1,2.98
108_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,CAHS,Bachelor of Science in Nursing,2022.0,1,2.75
108_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2022.0,1,1.88
108_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2022.0,1,1.58
108_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,CCST,Bachelor of Science in Computer Science,2022.0,1,1.68
108_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2022.0,1,1.79
108_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,CCST,Bachelor of Science in Information Technology,2022.0,1,1.62
108_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,CEA,Bachelor of Science in Architecture,2022.0,1,1.25
108_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2022.0,1,1.96
108_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2022.0,1,1.94
108_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2022.0,1,2.2
108_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2022.0,1,1.75
108_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2022.0,1,1.56
108_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,COAS,Bachelor of Arts in Communication,2022.0,1,1.89
108_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,2.25
108_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2022.0,1,2.25
109_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2022.0,1,1.58
109_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,CAHS,Bachelor of Science in Nursing,2022.0,1,1.66
109_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2022.0,1,1.45
109_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2022.0,1,1.62
109_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,CCST,Bachelor of Science in Computer Science,2022.0,1,2.43
109_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2022.0,1,1.73
109_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,CCST,Bachelor of Science in Information Technology,2022.0,1,1.75
109_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,CEA,Bachelor of Science in Architecture,2022.0,1,2.25
109_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2022.0,1,1.69
109_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2022.0,1,3.43
109_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2022.0,1,1.61
109_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2022.0,1,1.64
109_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2022.0,1,1.72
109_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,COAS,Bachelor of Arts in Communication,2022.0,1,1.82
109_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,2.25
109_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2022.0,1,1.65
10_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2022.0,1,1.82
10_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,CAHS,Bachelor of Science in Nursing,2022.0,1,1.62
10_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2022.0,1,1.94
10_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2022.0,1,1.42
10_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,CCST,Bachelor of Science in Computer Science,2022.0,1,1.79
10_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2022.0,1,1.73
10_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,CCST,Bachelor of Science in Information Technology,2022.0,1,1.71
10_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,CEA,Bachelor of Science in Architecture,2022.0,1,2.17
10_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2022.0,1,2.29
10_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2022.0,1,2.22
10_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2022.0,1,2.14
10_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2022.0,1,1.72
10_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2022.0,1,1.62
10_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,COAS,Bachelor of Arts in Communication,2022.0,1,1.2
10_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,1.88
10_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2022.0,1,1.33
110_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2022.0,1,1.7
110_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,CAHS,Bachelor of Science in Nursing,2022.0,1,2.09
110_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2022.0,1,1.75
110_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2022.0,1,1.92
110_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,CCST,Bachelor of Science in Computer Science,2022.0,1,1.79
110_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2022.0,1,3.77
110_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,CCST,Bachelor of Science in Information Technology,2022.0,1,1.47
110_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,CEA,Bachelor of Science in Architecture,2022.0,1,2.4
110_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2022.0,1,1.88
110_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2022.0,1,1.72
110_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2022.0,1,1.75
110_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2022.0,1,2.97
110_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2022.0,1,2.78
110_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,COAS,Bachelor of Arts in Communication,2022.0,1,1.62
110_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,2.0
110_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2022.0,1,1.69
111_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2022.0,1,1.83
111_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,CAHS,Bachelor of Science in Nursing,2022.0,1,1.55
111_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2022.0,1,1.6
111_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2022.0,1,1.62
111_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,CCST,Bachelor of Science in Computer Science,2022.0,1,3.8
111_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2022.0,1,4.12
111_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,CCST,Bachelor of Science in Information Technology,2022.0,1,1.69
111_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,CEA,Bachelor of Science in Architecture,2022.0,1,2.47
111_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2022.0,1,1.54
111_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2022.0,1,2.44
111_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2022.0,1,2.39
111_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2022.0,1,2.09
111_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2022.0,1,1.41
111_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,COAS,Bachelor of Arts in Communication,2022.0,1,1.45
111_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,1.81
111_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2022.0,1,3.0
112_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2022.0,1,1.75
112_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,CAHS,Bachelor of Science in Nursing,2022.0,1,2.38
112_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2022.0,1,1.53
112_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2022.0,1,1.54
112_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,CCST,Bachelor of Science in Computer Science,2022.0,1,1.61
112_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2022.0,1,2.12
112_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,CCST,Bachelor of Science in Information Technology,2022.0,1,1.54
112_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,CEA,Bachelor of Science in Architecture,2022.0,1,2.15
112_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2022.0,1,1.75
112_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2022.0,1,2.82
112_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2022.0,1,2.39
112_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2022.0,1,3.66
112_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2022.0,1,2.09
112_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,COAS,Bachelor of Arts in Communication,2022.0,1,2.11
112_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,2.61
112_CTEC_Bachelor_of_Technical_Vocational_Teacher_Education_1sem_2022-2023,CTEC,Bachelor of Technical-Vocational Teacher Education,2022.0,1,1.7
113_CAHS_Bachelor_of_Science_in_Midwifery_1sem_2022-2023,CAHS,Bachelor of Science in Midwifery,2022.0,1,2.32
113_CAHS_Bachelor_of_Science_in_Nursing_1sem_2022-2023,CAHS,Bachelor of Science in Nursing,2022.0,1,1.52
113_CBA_Bachelor_of_Science_in_Hospitality_Management_1sem_2022-2023,CBA,Bachelor of Science in Hospitality Management,2022.0,1,1.95
113_CBA_Bachelor_of_Science_in_Tourism_Management_1sem_2022-2023,CBA,Bachelor of Science in Tourism Management,2022.0,1,1.83
113_CCST_Bachelor_of_Science_in_Computer_Science_1sem_2022-2023,CCST,Bachelor of Science in Computer Science,2022.0,1,2.71
113_CCST_Bachelor_of_Science_in_Entertainment_and_Multimedia_Computing_1sem_2022-2023,CCST,Bachelor of Science in Entertainment and Multimedia Computing,2022.0,1,2.64
113_CCST_Bachelor_of_Science_in_Information_Technology_1sem_2022-2023,CCST,Bachelor of Science in Information Technology,2022.0,1,1.55
113_CEA_Bachelor_of_Science_in_Architecture_1sem_2022-2023,CEA,Bachelor of Science in Architecture,2022.0,1,1.72
113_CEA_Bachelor_of_Science_in_Civil_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Civil Engineering,2022.0,1,1.33
113_CEA_Bachelor_of_Science_in_Electrical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electrical Engineering,2022.0,1,2.22
113_CEA_Bachelor_of_Science_in_Electronics_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Electronics Engineering,2022.0,1,2.46
113_CEA_Bachelor_of_Science_in_Industrial_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Industrial Engineering,2022.0,1,2.31
113_CEA_Bachelor_of_Science_in_Mechanical_Engineering_1sem_2022-2023,CEA,Bachelor of Science in Mechanical Engineering,2022.0,1,1.81
113_COAS_Bachelor_of_Arts_in_Communication_1sem_2022-2023,COAS,Bachelor of Arts in Communication,2022.0,1,1.79
113_CTEC_Bachelor_of_Science_in_Industrial_Technology_1sem_2022-2023,CTEC,Bachelor of Science in Industrial Technology,2022.0,1,2.1
